No;y;X1;X2
1;1.260259873;0.16377269;1.32570784
2;3.42320808;-1.412610268;1.156877858
3;0.616491742;-0.180636894;0.220741271
4;4.158384751;0.504515264;2.922711917
5;-0.124948192;0.380849021;0.029330311
6;0.615134585;-1.263530691;-0.378211728
7;-2.108218529;1.900002043;0.204519854
8;-4.214712785;-1.149245343;-1.573169128
9;-2.300732757;0.120743304;-1.269397409
10;-3.360926603;1.012832526;-0.992265621
11;-0.790408709;0.005518071;0.064401259
12;-5.326820346;1.396975504;-1.109214209
13;-4.567195408;2.641123285;-0.537207661
14;-1.446090712;1.043141824;-0.092482044
15;1.486703885;0.915550244;1.054225693
16;0.47343125;-1.099135187;0.17139683
17;-0.825070295;1.621218029;0.638460532
18;-2.815154147;-0.117065793;-1.308499611
19;-4.233081727;0.335716474;-1.106383789
20;-1.952354271;0.042001618;-0.467513016
21;-1.748086331;-0.249611056;-0.522607048
22;-3.195712472;2.00850844;-0.317175434
23;-0.101980649;1.975858333;0.848755515
24;3.216085991;-0.917896682;1.424855701
25;-0.093919398;-0.495792522;0.208326388
26;-1.105455763;-0.073250806;-0.114039332
27;1.005459645;-1.297596858;-0.106569986
28;-1.89172135;0.542937049;-0.737696961
29;-0.492219357;0.519581228;0.868723837
30;-3.03274728;1.282396754;-0.237510522
31;1.655798916;-0.911166276;0.717262394
32;-4.236328129;0.931326593;-2.080261107
33;-2.790778606;0.843974242;-0.705657758
34;2.0692458;-0.219830756;1.051265011
35;-0.552775144;-1.334536135;-0.899073881
36;0.435091095;-0.326772592;0.903467536
37;-4.860402084;1.593742799;-1.820183559
38;-3.910846642;0.649105655;-0.880710232
39;-0.734217676;0.520697771;-0.578290707
40;1.402038057;-2.958225791;-1.603644861
41;-0.829624343;-0.057096409;0.133900253
42;-3.328126564;0.541501065;-0.637842358
43;-0.070538055;-1.208392076;-0.636375503
44;-0.942088759;-0.549259098;-0.359881869
45;3.228267867;0.242496878;1.095457782
46;2.322756771;0.090683532;1.948547215
47;-1.427880637;0.884450496;-0.338946408
48;-0.764100068;-0.204304183;-0.152580776
49;-1.909845921;-0.119970004;-0.333473911
50;-0.549388784;1.009356034;0.577618647
51;-1.082970783;-0.017113604;0.882228206
52;7.800166019;-1.354816475;3.551153493
53;-1.061804714;-0.967989335;-0.85030511
54;-3.470546994;0.70021679;-2.603934723
55;-3.002435921;0.694166361;-1.281361897
56;-3.167566378;0.627766137;-0.69462371
57;1.621146832;0.465677634;1.336209059
58;-1.833385867;1.058122132;0.506964531
59;-1.227487023;-0.511584069;0.172027629
60;-2.924937079;1.32910965;-0.756435034
61;2.244068315;-1.41171244;1.284772557
62;-3.490428043;0.690817502;-1.291607327
63;-1.173086206;-0.468714634;-0.583325339
64;2.184774427;0.633466106;2.512849188
65;-2.4519612;-0.189346389;-0.812269527
66;-1.831642413;-0.554605751;-0.907669443
67;-0.000685542;-0.024367965;-0.286027748
68;-2.514739669;0.238095146;-0.020365882
69;-1.508531025;-0.077628048;-0.882329931
70;-1.795614187;-0.268703204;-1.008068113
71;-0.203315114;-0.963254535;-0.879037916
72;1.591952633;1.124578259;2.257150593
73;-0.988339982;-0.026632848;-0.397313373
74;2.028168121;0.188510046;1.636714874
75;1.143208452;1.266487414;2.209808156
76;-0.15004825;1.62829333;0.553615408
77;-0.931130835;1.478087454;0.018039334
78;0.601743632;-0.395514025;0.162383818
79;0.405163666;0.588934286;0.064503907
80;-0.421614417;1.56652496;0.749519694
81;-0.860574877;-1.391454261;-0.094636069
82;0.87600823;-1.438148655;0.511341214
83;-4.196916518;0.050149849;-1.341639791
84;-3.5403596;-0.665238224;-1.810558013
85;-3.127630955;2.104595946;0.123324211
86;-0.245573558;1.179916826;0.951491819
87;1.867522899;-2.749866075;0.57186518
88;-0.276048916;-1.73918968;-0.815015997
89;-5.899006048;0.7692695;-2.320068074
90;-1.848586169;0.312298465;-1.585194194
91;-5.117447292;2.065263849;-1.936767926
92;2.445698205;0.139591276;1.47048246
93;-1.275111286;1.767314819;0.448899591
94;2.412066002;-2.035406927;-0.272322962
95;-2.395731491;-1.139309899;-1.282456183
96;-2.091791521;0.092948668;-0.495072825
97;1.246829005;-0.561872105;0.013549489
98;-2.341415677;-0.877152014;-1.08943517
99;1.823025344;-1.256583344;0.97154459
100;-1.989982935;-0.612272576;-0.879987885
101;-0.736832418;-1.630277691;-0.741895264
102;1.259616235;-0.744931347;0.964339493
103;-1.700537932;0.84036756;-0.411491895
104;-2.554507587;-0.840444524;-1.488758409
105;-1.653510324;0.84706276;0.233677853
106;-0.834033688;0.255986126;-0.736372873
107;-1.795169556;0.324407181;-0.331763406
108;-0.688195789;-2.2210771;-1.137495923
109;1.232639344;-1.988057773;0.124136908
110;-3.845571873;0.06855376;-2.302346621
111;-5.547912138;1.677568042;-1.939118566
112;0.539492731;0.872402398;1.304485117
113;-0.281260773;-0.186971562;0.587703559
114;-2.511117615;1.198126757;-0.201154991
115;-0.16851865;-0.208406211;0.190121881
116;-1.886889014;-0.082930486;-0.392683971
117;0.725362899;1.456564625;1.405330651
118;-1.298193077;-1.262127526;-0.140269893
119;-0.745408592;-0.218894348;-0.320111444
120;0.352368443;-0.93807912;1.06779343
121;1.180198139;-0.617016641;1.0025702
122;0.053929773;-1.700160872;-0.170188129
123;-0.412526685;0.047863185;0.624103677
124;-2.012507782;0.90789733;-0.226257896
125;-1.99813316;-0.160285919;0.306509005
126;-0.466242772;-0.370592685;-0.769115256
127;-2.577081255;0.540378985;0.201699831
128;-3.51137638;1.276322727;-0.683540154
129;-3.105691154;0.914562771;-0.243349739
130;-3.032104633;0.726728074;-0.529782917
131;3.721759576;1.340175255;2.220820434
132;0.382092137;-1.062231289;0.063052572
133;-2.642903985;-0.136414207;-0.459301272
134;-1.34961831;0.868901667;1.127232717
135;0.132065869;-0.667651159;-0.128464635
136;-1.097267295;0.643974095;0.159178582
137;-2.281158126;0.011921272;-0.745523613
138;-2.668357545;0.961947971;-0.062546399
139;3.261109428;-1.920322794;2.254959005
140;-2.073975855;0.258194639;-0.013480946
141;-3.10704472;0.94922034;-1.52014732
142;1.669089652;0.477984202;2.127153668
143;0.278880586;1.367665453;2.254197587
144;0.39608976;-0.147426875;-0.537035524
145;-2.255609172;-0.186362264;-1.298920012
146;-1.593406847;0.783271977;0.070133431
